,TimeStamp,Location,Crime,Latitude,Longitude
0,2021-6-29 1:1,6476,['Theft'],49.81103985286754,6.4252272291038555
1,2021-6-29 1:2,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
2,2021-6-29 1:3,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
3,2021-6-29 1:4,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
4,2021-6-29 1:5,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
5,2021-6-29 1:6,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
6,2021-6-29 1:7,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
7,2021-6-29 1:8,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
8,2021-6-29 1:9,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
9,2021-6-29 1:10,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
10,2021-6-29 1:11,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
11,2021-6-29 1:12,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
12,2021-6-29 1:13,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
13,2021-6-29 1:14,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
14,2021-6-29 1:15,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
15,2021-6-29 1:16,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
16,2021-6-29 1:17,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
17,2021-6-29 1:18,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
18,2021-6-29 1:19,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
19,2021-6-29 1:20,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
20,2021-6-29 1:21,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
21,2021-6-29 1:22,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
22,2021-6-29 1:23,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
23,2021-6-29 1:24,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
24,2021-6-29 1:25,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
25,2021-6-29 1:26,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
26,2021-6-29 1:27,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
27,2021-6-29 1:28,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
28,2021-6-29 1:29,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
29,2021-6-29 1:30,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
30,2021-6-29 1:31,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
31,2021-6-29 1:32,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
32,2021-6-29 1:33,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
33,2021-6-29 1:34,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
34,2021-6-29 1:35,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
35,2021-6-29 1:36,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
36,2021-6-29 1:37,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
37,2021-6-29 1:38,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
38,2021-6-29 1:39,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
39,2021-6-29 1:40,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
40,2021-6-29 1:41,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
41,2021-6-29 1:42,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
42,2021-6-29 1:43,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
43,2021-6-29 1:44,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
44,2021-6-29 1:45,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
45,2021-6-29 1:46,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
46,2021-6-29 1:47,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
47,2021-6-29 1:48,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
48,2021-6-29 1:49,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
49,2021-6-29 1:50,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
50,2021-6-29 1:51,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
51,2021-6-29 1:52,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
52,2021-6-29 1:53,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
53,2021-6-29 1:54,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
54,2021-6-29 1:55,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
55,2021-6-29 1:56,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
56,2021-6-29 1:57,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
57,2021-6-29 1:58,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
58,2021-6-29 1:59,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
59,2021-6-29 2:1,6476,['Theft'],49.81103985286754,6.4252272291038555
60,2021-6-29 2:2,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
61,2021-6-29 2:3,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
62,2021-6-29 2:4,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
63,2021-6-29 2:5,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
64,2021-6-29 2:6,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
65,2021-6-29 2:7,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
66,2021-6-29 2:8,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
67,2021-6-29 2:9,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
68,2021-6-29 2:10,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
69,2021-6-29 2:11,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
70,2021-6-29 2:12,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
71,2021-6-29 2:13,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
72,2021-6-29 2:14,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
73,2021-6-29 2:15,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
74,2021-6-29 2:16,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
75,2021-6-29 2:17,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
76,2021-6-29 2:18,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
77,2021-6-29 2:19,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
78,2021-6-29 2:20,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
79,2021-6-29 2:21,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
80,2021-6-29 2:22,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
81,2021-6-29 2:23,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
82,2021-6-29 2:24,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
83,2021-6-29 2:25,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
84,2021-6-29 2:26,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
85,2021-6-29 2:27,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
86,2021-6-29 2:28,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
87,2021-6-29 2:29,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
88,2021-6-29 2:30,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
89,2021-6-29 2:31,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
90,2021-6-29 2:32,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
91,2021-6-29 2:33,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
92,2021-6-29 2:34,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
93,2021-6-29 2:35,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
94,2021-6-29 2:36,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
95,2021-6-29 2:37,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
96,2021-6-29 2:38,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
97,2021-6-29 2:39,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
98,2021-6-29 2:40,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
99,2021-6-29 2:41,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
100,2021-6-29 2:42,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
101,2021-6-29 2:43,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
102,2021-6-29 2:44,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
103,2021-6-29 2:45,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
104,2021-6-29 2:46,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
105,2021-6-29 2:47,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
106,2021-6-29 2:48,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
107,2021-6-29 2:49,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
108,2021-6-29 2:50,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
109,2021-6-29 2:51,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
110,2021-6-29 2:52,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
111,2021-6-29 2:53,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
112,2021-6-29 2:54,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
113,2021-6-29 2:55,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
114,2021-6-29 2:56,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
115,2021-6-29 2:57,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
116,2021-6-29 2:58,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
117,2021-6-29 2:59,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
118,2021-6-29 3:1,6476,['Theft'],49.81103985286754,6.4252272291038555
119,2021-6-29 3:2,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
120,2021-6-29 3:3,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
121,2021-6-29 3:4,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
122,2021-6-29 3:5,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
123,2021-6-29 3:6,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
124,2021-6-29 3:7,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
125,2021-6-29 3:8,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
126,2021-6-29 3:9,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
127,2021-6-29 3:10,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
128,2021-6-29 3:11,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
129,2021-6-29 3:12,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
130,2021-6-29 3:13,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
131,2021-6-29 3:14,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
132,2021-6-29 3:15,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
133,2021-6-29 3:16,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
134,2021-6-29 3:17,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
135,2021-6-29 3:18,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
136,2021-6-29 3:19,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
137,2021-6-29 3:20,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
138,2021-6-29 3:21,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
139,2021-6-29 3:22,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
140,2021-6-29 3:23,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
141,2021-6-29 3:24,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
142,2021-6-29 3:25,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
143,2021-6-29 3:26,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
144,2021-6-29 3:27,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
145,2021-6-29 3:28,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
146,2021-6-29 3:29,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
147,2021-6-29 3:30,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
148,2021-6-29 3:31,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
149,2021-6-29 3:32,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
150,2021-6-29 3:33,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
151,2021-6-29 3:34,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
152,2021-6-29 3:35,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
153,2021-6-29 3:36,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
154,2021-6-29 3:37,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
155,2021-6-29 3:38,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
156,2021-6-29 3:39,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
157,2021-6-29 3:40,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
158,2021-6-29 3:41,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
159,2021-6-29 3:42,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
160,2021-6-29 3:43,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
161,2021-6-29 3:44,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
162,2021-6-29 3:45,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
163,2021-6-29 3:46,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
164,2021-6-29 3:47,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
165,2021-6-29 3:48,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
166,2021-6-29 3:49,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
167,2021-6-29 3:50,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
168,2021-6-29 3:51,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
169,2021-6-29 3:52,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
170,2021-6-29 3:53,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
171,2021-6-29 3:54,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
172,2021-6-29 3:55,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
173,2021-6-29 3:56,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
174,2021-6-29 3:57,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
175,2021-6-29 3:58,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
176,2021-6-29 3:59,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
177,2021-6-29 4:1,6476,['Theft'],49.81103985286754,6.4252272291038555
178,2021-6-29 4:2,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
179,2021-6-29 4:3,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
180,2021-6-29 4:4,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
181,2021-6-29 4:5,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
182,2021-6-29 4:6,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
183,2021-6-29 4:7,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
184,2021-6-29 4:8,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
185,2021-6-29 4:9,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
186,2021-6-29 4:10,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
187,2021-6-29 4:11,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
188,2021-6-29 4:12,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
189,2021-6-29 4:13,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
190,2021-6-29 4:14,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
191,2021-6-29 4:15,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
192,2021-6-29 4:16,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
193,2021-6-29 4:17,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
194,2021-6-29 4:18,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
195,2021-6-29 4:19,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
196,2021-6-29 4:20,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
197,2021-6-29 4:21,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
198,2021-6-29 4:22,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
199,2021-6-29 4:23,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
200,2021-6-29 4:24,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
201,2021-6-29 4:25,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
202,2021-6-29 4:26,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
203,2021-6-29 4:27,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
204,2021-6-29 4:28,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
205,2021-6-29 4:29,6476,['Battery Theft'],49.81103985286754,6.4252272291038555
